series_title,released_year,certificate,certificate_age,a,b,c,d,e,f,g,h,i,overview,runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,L1,a1,b1,L2,a2,b2,L3,a3,b3,R1,G1,B1,R2,G2,B2,R3,G3,B3,H1,S1,V1,H2,S2,V2,H3,S3,V3,black,white,red,orange,yellow,green,blue,purple,colorname1,colorname2,colorname3,hex1,hex2,hex3,file_name,dominant_color_file,agent,american,army,assassin,battle,boy,child,city,crime,daughter,day,dead,death,detective,discovers,drug,falls,family,father,fight,film,forced,friend,future,german,girl,home,killer,lawyer,leads,life,lives,love,missing,mother,murder,mysterious,officer,past,people,police,relationship,save,school,search,secret,series,son,story,team,time,town,violent,war,wife,woman,world,york,discover,fall,lead,live,couple,event,force,french,gang,struggle,track,band,black,british,children,criminal,free,gangster,indian,journey,king,rich,capture,christmas,escape,insane,robbery,classroom,community,conflict,destruction,guard,lord,medieval,prisoner,accident,evil,princess,race,soldier,aging,delivery,game,legendary,night,universe,sum_keyword,cv_L1,cv_a1,cv_b1,cv_L2,cv_a2,cv_b2,cv_L3,cv_a3,cv_b3,genre
Das Experiment,2001,限制級,18,0,0,1,0,0,1,0,0,0,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.",80,7.7,60,Oliver Hirschbiegel,Moritz Bleibtreu,Christian Berkel,Oliver Stokowski,Wotan Wilke M√∂hring,1.735506399,-0.264913831,-0.245028723,70.79540413,-14.63461538,11.9581448,37.70608589,-15.1384083,9.157439446,0.021345734,0.02570876,0.027115588,0.595753483,0.709023522,0.591038623,0.259967509,0.374518907,0.287262261,0.540637308,0.212787346,0.027115588,0.326673074,0.166404774,0.709023522,0.373045859,0.305862791,0.374518907,2,0,0,0,0,1,0,0,black,black,green,#050707,#98B597,#426049,poster793.jpg,poster793_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4.425541317,127.7350862,127.7549713,180.5282805,113.3653846,139.9581448,96.15051903,112.8615917,137.1574394,"劇情, 黑暗"
Billy Elliot,2000,限制級,18,0,0,1,0,0,0,1,0,0,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,93,7.7,74,Stephen Daldry,Jamie Bell,Julie Walters,Jean Heywood,Jamie Draven,94.82068185,1.145511721,2.680960549,25.43615872,14.75433071,4.483464567,57.49591049,11.38431591,1.481646274,0.957331837,0.938136332,0.921333702,0.324343859,0.202189017,0.212350379,0.621160955,0.514048272,0.533183085,0.077793984,0.037602567,0.957331837,0.986135954,0.376621412,0.324343859,0.97022635,0.172439498,0.621160955,0,1,2,0,0,0,0,0,white,red,red,#F4EFEB,#533436,#9E8388,poster794.jpg,poster794_color.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,241.7927387,129.1455117,130.6809605,64.86220472,142.7543307,132.4834646,146.6145717,139.3843159,129.4816463,"劇情, 音樂"
Hedwig and the Angry Inch,2001,限制級,18,1,0,1,0,0,0,1,0,0,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,113,7.7,85,John Cameron Mitchell,John Cameron Mitchell,Miriam Shor,Stephen Trask,Theodore Liscinski,42.11806231,20.0344143,38.6287227,80.48530029,-0.396558959,42.40369282,11.36961371,11.68263473,12.77881737,0.55026694,0.335887488,0.133491149,0.858160604,0.77829023,0.466156791,0.188653809,0.09205532,0.042348262,0.080937338,0.757406562,0.55026694,0.132708505,0.456795396,0.858160604,0.056624713,0.775523949,0.188653809,0,0,0,3,0,0,0,0,orange,orange,orange,#8C5622,#DBC677,#30170B,poster795.jpg,poster795_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,107.4010589,148.0344143,166.6287227,205.2375157,127.603441,170.4036928,28.99251497,139.6826347,140.7788174,"歡樂, 劇情, 音樂"
Ocean's Eleven,2001,保護級,6,0,0,0,0,0,1,0,0,0,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,81,7.7,74,Steven Soderbergh,George Clooney,Brad Pitt,Julia Roberts,Matt Damon,5.195217858,10.76772451,5.493923025,38.85053363,36.47746835,30.19493671,70.49483022,26.21178637,34.62124002,0.131064166,0.039328356,0.023931701,0.589917913,0.247925139,0.174604289,0.901166418,0.60110729,0.433981664,0.023952675,0.817404698,0.131064166,0.029423888,0.704019347,0.589917913,0.059621533,0.518422285,0.901166418,1,0,1,1,0,0,0,0,black,red,orange,#210A06,#963F2D,#E6996F,poster796.jpg,poster796_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.24780554,138.7677245,133.493923,99.06886076,164.4774684,158.1949367,179.7618171,154.2117864,162.62124,黑暗
Vampire Hunter D: Bloodlust,2000,普遍級,0,0,1,0,0,0,0,0,1,1,"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.",89,7.7,62,Yoshiaki Kawajiri,Andrew Philpot,John Rafter Lee,Pamela Adlon,Wendee Lee,11.33320583,3.265443567,2.372967952,89.37085736,-0.021960784,0.967843137,43.99920374,13.43654822,7.332994924,0.139224661,0.111931776,0.106006472,0.882944046,0.880456311,0.873293255,0.504362205,0.375265137,0.362640653,0.029729215,0.238594145,0.139224661,0.123704126,0.010930241,0.882944046,0.014846582,0.280991618,0.504362205,1,1,1,0,0,0,0,0,black,white,red,#241D1B,#E1E1DF,#81605C,poster797.jpg,poster797_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,28.89967487,131.2654436,130.372968,227.8956863,127.9780392,128.9678431,112.1979695,141.4365482,135.3329949,"熱血, 奇幻, 動畫"
"O Brother, Where Art Thou?",2000,普遍級,0,1,1,0,0,0,1,0,0,0,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",103,7.7,69,Joel Coen,Ethan Coen,George Clooney,John Turturro,Tim Blake Nelson,47.77746405,5.078933333,35.88426667,80.34168715,-0.055199756,32.05641964,12.81036494,-3.310906516,11.94546742,0.528410914,0.429063804,0.199788314,0.844646388,0.777010223,0.544594152,0.129787543,0.134343559,0.061222637,0.116281052,0.621907291,0.528410914,0.129097561,0.355240063,0.844646388,0.177051328,0.54428305,0.134343559,1,0,0,2,0,0,0,0,orange,orange,black,#876D33,#D7C68B,#212210,poster798.jpg,poster798_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,121.8325333,133.0789333,163.8842667,204.8713022,127.9448002,160.0564196,32.66643059,124.6890935,139.9454674,"歡樂, 熱血, 黑暗"
Interstate 60: Episodes of the Road,2002,限制級,18,1,1,1,0,0,0,0,0,0,"Neal Oliver, a very confused young man and an artist, takes a journey of a lifetime on a highway I60 that doesn't exist on any of the maps, going to the places he never even heard of, searching for an answer and his dreamgirl.",107,7.7,,Bob Gale,James Marsden,Gary Oldman,Kurt Russell,Matthew Edison,94.69524878,1.101311085,3.301549464,61.24364453,11.92144123,15.52392203,25.06856929,9.145682268,1.892551088,0.957126085,0.936728748,0.915230557,0.688461531,0.548504792,0.474506426,0.288472775,0.213440704,0.223361215,0.085523014,0.043772214,0.957126085,0.057643219,0.310772782,0.688461531,0.977963843,0.260101048,0.288472775,0,1,1,1,0,0,0,0,white,orange,red,#F4EFE9,#B08C79,#4A3639,poster799.jpg,poster799_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,241.4728844,129.1013111,131.3015495,156.1712936,139.9214412,143.523922,63.92485168,137.1456823,129.8925511,"歡樂, 熱血, 劇情"
"South Park: Bigger, Longer & Uncut",1999,輔導級,12,1,0,0,0,0,0,0,1,1,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",110,7.7,73,Trey Parker,Trey Parker,Matt Stone,Mary Kay Bergman,Isaac Hayes,39.67882756,29.56173994,28.37885875,14.59490252,14.42682927,6.663558106,66.56814921,12.31280488,23.21646341,0.56484761,0.282967138,0.19096228,0.224006006,0.111209154,0.110459309,0.759947072,0.601197933,0.473400152,0.041012957,0.661922479,0.56484761,0.001100641,0.506891306,0.224006006,0.074332086,0.37706168,0.759947072,0,0,2,1,0,0,0,0,red,red,orange,#904831,#391C1C,#C29979,poster800.jpg,poster800_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101.1810103,157.5617399,156.3788587,37.21700143,142.4268293,134.6635581,169.7487805,140.3128049,151.2164634,"歡樂, 奇幻, 動畫"
Office Space,1999,限制級,18,1,0,0,0,0,0,0,0,0,Three company workers who hate their jobs decide to rebel against their greedy boss.,116,7.7,68,Mike Judge,Ron Livingston,Jennifer Aniston,David Herman,Ajay Naidu,96.53761641,-0.581563048,2.129409472,30.34941312,12.4567474,15.55363322,78.74482428,-1.585514834,34.60296684,0.961803883,0.961833697,0.944454647,0.372628875,0.250237161,0.187474875,0.820069458,0.763093115,0.508422956,0.166952586,0.018068664,0.961833697,0.056495571,0.496885809,0.372628875,0.136196063,0.38002452,0.820069458,0,1,0,2,0,0,0,0,white,orange,orange,#F5F5F1,#5F4030,#D1C382,poster801.jpg,poster801_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.1709218,127.418437,130.1294095,77.39100346,140.4567474,143.5536332,200.7993019,126.4144852,162.6029668,歡樂
Happiness,1998,保護級,6,1,0,1,0,0,0,0,0,0,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.",120,7.7,81,Todd Solondz,Jane Adams,Jon Lovitz,Philip Seymour Hoffman,Dylan Baker,88.87124699,-3.882268485,50.01507538,63.56645028,20.37779282,8.893703453,24.15800218,13.34866828,13.41646489,0.939505176,0.877720755,0.490187941,0.755359414,0.550224362,0.545637252,0.314815964,0.193677298,0.148685978,0.143748775,0.478248813,0.939505176,0.003645386,0.277645526,0.755359414,0.045136664,0.527705088,0.314815964,0,0,2,0,1,0,0,0,yellow,red,red,#F0E07D,#C18C8B,#503126,poster802.jpg,poster802_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,226.6216798,124.1177315,178.0150754,162.0944482,148.3777928,136.8937035,61.60290557,141.3486683,141.4164649,"歡樂, 劇情"
Training Day,2001,輔導級,12,0,0,1,0,0,1,0,0,0,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,122,7.7,69,Antoine Fuqua,Denzel Washington,Ethan Hawke,Scott Glenn,Tom Berenger,58.50903749,0.319869707,15.44169381,5.312725478,1.208844416,3.352808263,30.43526774,1.035178479,12.26952923,0.585291652,0.548701159,0.445483536,0.083813895,0.065972967,0.04386124,0.308227185,0.277315841,0.205936163,0.123046771,0.238869144,0.585291652,0.092241375,0.476682953,0.083813895,0.116301634,0.331868917,0.308227185,1,0,0,2,0,0,0,0,orange,black,orange,#958C72,#15110B,#4F4735,poster803.jpg,poster803_color.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,149.1980456,128.3198697,143.4416938,13.54744997,129.2088444,131.3528083,77.60993275,129.0351785,140.2695292,"劇情, 黑暗"
Rushmore,1998,保護級,6,1,0,1,0,0,0,0,0,0,The extracurricular king of Rushmore Preparatory School is put on academic probation.,132,7.7,86,Wes Anderson,Jason Schwartzman,Bill Murray,Olivia Williams,Seymour Cassel,6.118535171,2.628450106,0.933474876,85.6648629,2.324950364,6.041694242,44.06407516,7.204127411,7.623598026,0.093591503,0.071200523,0.071240236,0.87193877,0.832933194,0.795292873,0.468886137,0.391214708,0.360157742,0.999704397,0.23924159,0.093591503,0.081848958,0.087902843,0.87193877,0.047606341,0.231886564,0.468886137,1,1,1,0,0,0,0,0,black,white,red,#181212,#DED4CB,#78645C,poster804.jpg,poster804_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.60226469,130.6284501,128.9334749,218.4454004,130.3249504,134.0416942,112.3633917,135.2041274,135.623598,"歡樂, 劇情"
Abre los ojos,1997,普遍級,0,0,0,1,0,0,1,0,1,0,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",144,7.7,,Alejandro Amen√°bar,Eduardo Noriega,Pen√©lope Cruz,Chete Lera,Fele Mart√≠nez,44.78427169,-13.99356913,0.075562701,14.99748278,-7.936824324,-2.052702703,81.74104124,-12.24942529,4.445977011,0.309445859,0.44232265,0.412753935,0.089573186,0.160753374,0.158046383,0.710980347,0.823688597,0.76183601,0.462912115,0.300406934,0.44232265,0.493661647,0.442791254,0.160753374,0.408535848,0.136833568,0.823688597,2,0,0,0,0,0,1,0,blue,black,black,#4F7169,#172928,#B5D2C2,poster805.jpg,poster805_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,114.1998928,114.0064309,128.0755627,38.24358108,120.0631757,125.9472973,208.4396552,115.7505747,132.445977,"劇情, 黑暗, 奇幻"
Being John Malkovich,1999,限制級,18,1,0,1,0,0,0,0,1,0,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,95,7.7,90,Spike Jonze,John Cusack,Cameron Diaz,Catherine Keener,John Malkovich,78.81055293,9.442822384,14.95474453,8.201773784,6.840918085,4.949742778,44.70924257,11.70060484,16.17540323,0.864179363,0.739083022,0.657835616,0.133992841,0.080001927,0.065941082,0.513832771,0.385317191,0.311304425,0.065624641,0.238774213,0.864179363,0.034436644,0.507876081,0.133992841,0.060907331,0.394152256,0.513832771,1,0,0,2,0,0,0,0,orange,black,orange,#DCBCA8,#221411,#83624F,poster806.jpg,poster806_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,200.96691,137.4428224,142.9547445,20.91452315,134.8409181,132.9497428,114.0085685,139.7006048,144.1754032,"歡樂, 劇情, 奇幻"
As Good as It Gets,1997,輔導級,12,1,0,1,0,0,0,0,0,0,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",105,7.7,67,James L. Brooks,Jack Nicholson,Helen Hunt,Greg Kinnear,Cuba Gooding Jr.,79.04084129,-0.369700243,-11.20496894,16.84261669,6.80619469,4.008849558,56.69778125,6.510098096,-3.161569533,0.733154854,0.770309978,0.848746637,0.205641278,0.148794307,0.141573506,0.571018444,0.518831276,0.555769793,0.613094341,0.136191153,0.848746637,0.018784278,0.311551127,0.205641278,0.88203193,0.091393139,0.571018444,2,0,1,0,0,0,0,0,black,red,black,#BBC4D8,#342624,#92848E,poster807.jpg,poster807_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,201.5541453,127.6302998,116.7950311,42.94867257,134.8061947,132.0088496,144.5793422,134.5100981,124.8384305,"歡樂, 劇情"
The Fifth Element,1997,保護級,6,0,1,0,0,0,0,0,1,0,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",114,7.7,52,Luc Besson,Bruce Willis,Milla Jovovich,Gary Oldman,Ian Holm,2.833017989,5.527844455,-4.151944311,25.66510767,20.52747253,-4.718810601,62.63476082,12.92379836,6.021101993,0.073136771,0.024160316,0.072949424,0.34256743,0.189176158,0.269106391,0.693965015,0.56153491,0.554515774,0.833970874,0.669655692,0.073136771,0.913152128,0.447769573,0.34256743,0.008389117,0.200945636,0.693965015,1,0,2,0,0,0,0,0,black,red,red,#130613,#573045,#B18F8D,poster808.jpg,poster808_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,7.224195871,133.5278445,123.8480557,65.44602456,148.5274725,123.2811894,159.7186401,140.9237984,134.021102,"熱血, 奇幻"
Le d√Æner de cons,1998,輔導級,12,1,0,0,0,0,0,0,0,0,"A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise.",115,7.7,73,Francis Veber,Thierry Lhermitte,Jacques Villeret,Francis Huster,Daniel Pr√©vost,18.99280576,13.95443645,-2.920863309,95.39890212,3.611708782,1.805854391,44.53768496,56.87732342,41.38289963,0.250260185,0.150363285,0.199264976,0.980676407,0.938598626,0.93489411,0.757064285,0.192606864,0.15801138,0.918413066,0.399172166,0.250260185,0.013485984,0.046684407,0.980676407,0.00962505,0.791284065,0.757064285,0,1,2,0,0,0,0,0,red,white,red,#402633,#FAEFEE,#C13128,poster809.jpg,poster809_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.43165468,141.9544365,125.0791367,243.2672004,131.6117088,129.8058544,113.5710967,184.8773234,169.3828996,歡樂
Donnie Brasco,1997,輔導級,12,0,0,1,0,1,1,0,0,0,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",116,7.7,76,Mike Newell,Al Pacino,Johnny Depp,Michael Madsen,Bruno Kirby,1.881813239,0.53835256,0.353976928,68.1843934,-0.56772009,0.249435666,30.14831914,-0.304465494,0.405953992,0.033505691,0.025148652,0.023631195,0.648128897,0.652929417,0.649774954,0.277270915,0.278870402,0.275800062,0.025612396,0.294711009,0.033505691,0.390481899,0.00735228,0.652929417,0.253491307,0.011009917,0.278870402,3,0,0,0,0,0,0,0,black,black,black,#090606,#A5A6A6,#474746,poster810.jpg,poster810_color.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.79862376,128.5383526,128.3539769,173.8702032,127.4322799,128.2494357,76.8782138,127.6955345,128.405954,"劇情, 傳記與歷史, 黑暗"
Shine,1996,普遍級,0,0,0,1,0,1,0,1,0,0,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",117,7.7,87,Scott Hicks,Geoffrey Rush,Armin Mueller-Stahl,Justin Braine,Sonia Todd,32.53974426,28.95455125,-63.5064904,72.68448251,6.403407834,1.093752305,15.74347855,14.02171628,-33.84861029,0.239472332,0.246246701,0.703466323,0.74822025,0.683636676,0.692467588,0.126672622,0.132113815,0.345701359,0.664233313,0.659582379,0.703466323,0.977210635,0.08631626,0.74822025,0.662526272,0.633577888,0.345701359,1,0,0,0,0,0,2,0,blue,black,blue,#3D3FB3,#BFAEB1,#202258,poster811.jpg,poster811_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82.97634785,156.9545512,64.4935096,185.3454304,134.4034078,129.0937523,40.14587029,142.0217163,94.15138971,"劇情, 傳記與歷史, 音樂"
Primal Fear,1996,輔導級,12,0,0,1,0,0,1,0,0,0,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",102,7.7,47,Gregory Hoblit,Richard Gere,Laura Linney,Edward Norton,John Mahoney,37.87915559,1.895383104,13.71168959,10.94158497,0.5,6.223958333,74.5081821,1.930107527,24.37014061,0.385798705,0.343777348,0.262759955,0.127366389,0.113534018,0.08176796,0.78166118,0.710487424,0.542580276,0.109745091,0.318919552,0.385798705,0.116108013,0.358009906,0.127366389,0.117050439,0.305862578,0.78166118,1,0,0,2,0,0,0,0,orange,black,orange,#625843,#201D15,#C7B58A,poster812.jpg,poster812_color.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96.59184676,129.8953831,141.7116896,27.90104167,128.5,134.2239583,189.9958644,129.9301075,152.3701406,"劇情, 黑暗"
Hamlet,1996,輔導級,12,0,0,1,0,0,0,0,0,0,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",121,7.7,,Kenneth Branagh,Kenneth Branagh,Julie Christie,Derek Jacobi,Kate Winslet,79.17457969,-0.616352201,11.60377358,43.94964997,1.223835754,11.67451177,8.560466889,2.773103888,3.978648821,0.791197468,0.768399479,0.684037094,0.437750608,0.403057953,0.33149848,0.116886242,0.091108666,0.074941723,0.131208925,0.135440744,0.791197468,0.112247906,0.242722971,0.437750608,0.064239394,0.358849068,0.116886242,2,0,0,1,0,0,0,0,black,orange,black,#CAC4AE,#706755,#1E1713,poster813.jpg,poster813_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,201.8951782,127.3836478,139.6037736,112.0716074,129.2238358,139.6745118,21.82919057,130.7731039,131.9786488,劇情
